10	10.003786	0	0	0.000000
20	20.000886	0	0	0.000000
30	30.000974	0	0	0.000000
40	40.000839	0	0	0.000000
50	50.000887	0	0	0.000000
60	60.000922	0	0	0.000000
70	70.000833	0	0	0.000000
80	80.000903	0	0	0.000000
90	90.000914	7059	7059	706.247542
100	100.000801	22142	15083	1509.364864
110	110.000974	37041	14899	1491.006621
120	120.000801	51422	14381	1439.314784
130	130.000870	66456	15034	1504.552510
140	140.000872	80773	14317	1432.790331
150	150.001002	95703	14930	1494.252780
160	160.000911	110096	14393	1440.678575
170	170.001135	124845	14749	1476.391279
180	180.000915	139549	14704	1471.605548
190	190.000878	154245	14696	1470.953853
200	200.000965	168596	14351	1436.627393
210	210.000928	183202	14606	1462.116810
220	220.000990	197695	14493	1450.898329
230	230.000943	212373	14678	1469.022696
240	240.000902	226762	14389	1440.442714
250	250.000893	240890	14128	1414.010655
260	260.001090	255830	14940	1495.584584
270	270.000896	270228	14398	1441.173448
280	280.000899	285075	14847	1486.341058
290	290.001130	299359	14284	1430.312743
300	300.000864	314130	14771	1478.988801
310	310.000980	328640	14510	1452.908250
320	320.000864	343565	14925	1494.103605
330	330.000892	357947	14382	1439.968451
340	340.000923	372579	14632	1465.091172
350	350.000927	386822	14243	1426.110730
360	360.001339	401783	14961	1499.213126
370	370.000821	416129	14346	1436.108044
380	380.001197	430647	14518	1453.666513
390	390.000876	445242	14595	1461.259376
400	400.000880	460114	14872	1489.236669
410	410.000933	474660	14546	1456.633026
420	420.000891	489138	14478	1449.708679
430	430.000926	503505	14367	1438.824153
440	440.000890	517825	14320	1433.945875
450	450.000882	532158	14333	1435.219750
460	460.000892	546501	14343	1436.447803
470	470.000956	560883	14382	1440.174173
480	480.000890	575319	14436	1445.264518
490	490.000950	589796	14477	1449.806561
500	500.000824	603828	14032	1405.861021
510	510.001076	618325	14497	1451.706838
520	520.001194	632574	14249	1427.004969
530	530.000802	646960	14386	1440.958996
540	540.000963	661224	14264	1428.934796
550	550.000929	675723	14499	1452.198386
560	560.000912	690033	14310	1432.866896
570	570.000787	704527	14494	1451.830376
580	580.000853	718812	14285	1430.852617
590	590.000990	733119	14307	1432.563940
600	600.000945	747503	14384	1441.002308
610	610.001126	761575	14072	1409.582910
620	620.000955	775043	13468	1349.246837
630	630.000872	788775	13732	1375.633061
640	640.000786	802549	13774	1379.286730
650	650.000924	816201	13652	1367.654785
660	660.000944	829758	13557	1358.200443
670	670.000903	843479	13721	1374.345388
680	680.001022	857008	13529	1355.431409
690	690.001176	870673	13665	1369.233535
700	700.001154	883846	13173	1320.025873
710	710.001130	897827	13981	1400.853376
720	720.001225	911220	13393	1342.158007
730	730.000912	924884	13664	1368.894837
740	740.001201	938389	13505	1353.515662
750	750.000873	952278	13889	1391.638050
760	760.000835	965938	13660	1368.709908
770	770.000907	979522	13584	1361.337927
780	780.001024	993021	13499	1352.423212
790	790.000887	1006724	13703	1373.086404
800	800.000960	1020383	13659	1368.813920
810	810.000806	1033986	13603	1363.049267
820	820.000922	1047840	13854	1388.452255
830	830.000824	1061168	13328	1334.646477
840	840.000902	1074861	13693	1372.025271
850	850.000904	1088072	13211	1323.936409
860	860.000905	1101718	13646	1367.376741
870	870.000797	1114984	13266	1329.602770
880	880.000867	1128620	13636	1366.596650
890	890.000924	1141963	13343	1337.317387
900	900.001131	1155838	13875	1391.187607
910	910.000904	1169281	13443	1347.029898
920	920.000866	1182929	13648	1368.114420
930	930.001273	1196324	13395	1342.510988
940	940.001047	1210049	13725	1375.583491
950	950.000946	1223544	13495	1352.830256
960	960.000911	1237205	13661	1369.057165
970	970.001344	1250882	13677	1371.276569
980	980.000936	1264542	13660	1369.247859
990	990.001050	1278104	13562	1359.245117
1000	1000.000887	1291364	13260	1329.028470
1010	1010.001112	1304824	13460	1349.035464
1020	1020.000828	1318396	13572	1360.371148
1030	1030.001123	1332090	13694	1372.692817
1040	1040.000926	1345583	13493	1352.590711
1050	1050.001108	1358997	13414	1344.597049
1060	1060.001494	1372565	13568	1362.317930
1070	1070.000924	1386341	13776	1381.110909
1080	1080.000928	1399889	13548	1358.116394
1090	1090.001243	1413482	13593	1362.356993
1100	1100.000980	1426701	13219	1325.195339
1110	1110.000862	1440413	13712	1373.858817
1120	1120.000892	1454062	13649	1368.497642
